#0:31	31:63	64:127
2.02E-15	1.56E-15	6.96E-16
8.06E-15	6.23E-15	2.79E-15
1.83E-14	1.44E-14	6.80E-15
3.23E-14	2.49E-14	1.12E-14
5.15E-14	4.07E-14	1.94E-14
7.35E-14	5.76E-14	2.72E-14
9.96E-14	7.71E-14	3.54E-14
1.29E-13	9.97E-14	4.46E-14
1.67E-13	1.31E-13	6.15E-14
