#0:31	31:63	64:127
1.47E-07	1.22E-07	5.93E-08
5.85E-07	4.86E-07	2.37E-07
1.33E-06	1.12E-06	5.94E-07
2.34E-06	1.94E-06	9.49E-07
3.74E-06	3.14E-06	1.64E-06
5.31E-06	4.48E-06	2.38E-06
7.21E-06	6.02E-06	3.07E-06
9.38E-06	7.78E-06	3.80E-06
1.21E-05	1.02E-05	5.11E-06
