#n 25 75 125 175 225 275 325 375 425 475 525 575 626 675 725 775 825 875 925 975
0	108	313	520	722	927	1132	1339	1540	1748	1950	2157	2363	2568	2771	2977	3185	3387	3595	3795	3999
1	108	311	516	722	926	1132	1339	1541	1747	1953	2156	2362	2565	2772	2974	3184	3388	3592	3795	4002
2	107	311	516	721	926	1131	1334	1540	1746	1952	2157	2362	2566	2774	2976	3184	3386	3592	3799	4000
3	108	313	517	721	928	1131	1335	1540	1746	1952	2156	2362	2570	2770	2977	3180	3384	3589	3800	4000
4	109	311	517	724	925	1134	1338	1542	1748	1952	2157	2362	2568	2772	2976	3184	3387	3592	3794	4000
5	108	314	520	721	926	1132	1338	1539	1748	1954	2158	2363	2568	2771	2976	3185	3390	3595	3797	4002
6	108	310	517	723	926	1134	1335	1542	1748	1952	2157	2362	2568	2774	2976	3184	3385	3591	3797	4001
7	106	314	520	722	926	1132	1336	1541	1746	1952	2162	2361	2571	2774	2974	3179	3384	3591	3800	4003
8	110	311	520	725	929	1133	1336	1541	1745	1950	2160	2363	2568	2774	2976	3182	3388	3592	3797	4005
9	109	313	518	723	927	1132	1340	1539	1748	1955	2158	2364	2565	2774	2976	3184	3387	3593	3796	4001
10	109	313	518	723	926	1135	1337	1542	1747	1950	2156	2363	2568	2773	2974	3185	3385	3592	3796	4002
11	108	311	519	722	926	1132	1334	1543	1746	1952	2162	2364	2568	2772	2976	3183	3384	3592	3798	4002
12	107	313	517	721	930	1134	1337	1541	1748	1952	2158	2363	2568	2772	2980	3184	3389	3593	3795	4004
13	109	312	518	722	925	1134	1339	1540	1750	1953	2157	2364	2566	2774	2973	3180	3387	3594	3798	4002
14	109	312	517	719	925	1131	1332	1540	1748	1953	2156	2361	2568	2773	2976	3186	3384	3592	3799	4001
15	109	313	519	723	926	1129	1336	1544	1745	1953	2160	2361	2568	2770	2977	3178	3388	3590	3797	4002
16	107	313	516	724	926	1131	1334	1542	1748	1954	2158	2362	2569	2769	2976	3182	3388	3590	3796	4002
17	108	311	519	722	926	1131	1339	1540	1748	1953	2157	2364	2565	2774	2977	3184	3388	3593	3798	4002
18	108	313	518	724	928	1133	1336	1541	1748	1952	2157	2360	2566	2772	2974	3186	3387	3592	3796	4004
19	108	314	518	721	928	1133	1337	1542	1746	1950	2160	2362	2569	2774	2978	3182	3385	3592	3801	4003
20	107	310	518	724	929	1131	1336	1541	1747	1950	2158	2363	2567	2772	2977	3184	3385	3592	3794	4000
21	106	313	518	723	926	1134	1338	1541	1746	1953	2156	2364	2566	2773	2977	3184	3389	3591	3797	4001
22	108	313	520	722	928	1133	1336	1541	1749	1954	2158	2363	2566	2774	2976	3185	3385	3593	3796	4002
23	108	312	518	723	930	1131	1337	1541	1747	1950	2158	2361	2568	2773	2978	3181	3387	3592	3798	4005
24	109	312	520	724	928	1133	1338	1542	1748	1952	2158	2363	2568	2769	2979	3184	3386	3592	3796	4002
25	106	313	514	722	929	1135	1337	1542	1749	1955	2157	2363	2566	2770	2977	3184	3392	3592	3798	4002
26	107	311	520	722	928	1135	1340	1542	1745	1952	2157	2361	2568	2774	2977	3184	3390	3592	3797	4002
27	107	313	520	724	928	1131	1337	1542	1748	1951	2160	2359	2568	2773	2978	3182	3388	3592	3798	4004
28	108	314	519	723	929	1134	1334	1541	1749	1954	2162	2366	2571	2773	2978	3181	3388	3589	3796	4002
29	106	315	516	724	924	1134	1338	1539	1749	1954	2158	2365	2567	2771	2976	3184	3389	3593	3796	4002
30	112	314	518	723	927	1132	1339	1544	1746	1952	2156	2361	2566	2775	2976	3184	3387	3594	3800	4003
31	109	310	520	722	926	1132	1338	1543	1747	1952	2160	2364	2568	2774	2978	3184	3384	3592	3800	4001
32	109	313	519	723	926	1134	1337	1540	1744	1952	2158	2363	2568	2772	2974	3184	3384	3586	3796	4002
33	108	312	517	723	927	1129	1339	1539	1749	1954	2153	2364	2568	2773	2978	3185	3386	3593	3796	4003
34	109	312	516	723	927	1133	1337	1540	1747	1953	2160	2361	2564	2774	2974	3184	3388	3592	3796	4002
35	108	313	518	723	927	1133	1338	1542	1745	1952	2158	2360	2570	2774	2976	3184	3386	3593	3798	4000
36	108	312	520	723	930	1134	1337	1542	1746	1952	2157	2363	2569	2772	2978	3183	3385	3589	3797	4004
37	108	312	519	722	929	1136	1335	1542	1750	1953	2156	2363	2568	2772	2978	3185	3389	3593	3800	4000
38	108	314	516	723	929	1134	1338	1543	1747	1952	2160	2363	2570	2773	2976	3184	3387	3590	3797	4000
39	110	313	518	724	928	1134	1336	1542	1745	1952	2157	2362	2569	2772	2978	3184	3387	3594	3800	4001
40	105	313	520	723	926	1132	1336	1540	1747	1953	2161	2361	2570	2772	2976	3182	3384	3590	3797	4004
41	108	313	520	722	929	1134	1337	1541	1746	1952	2158	2361	2568	2774	2976	3184	3389	3590	3796	4002
42	107	311	518	723	926	1132	1338	1545	1744	1952	2157	2361	2567	2774	2976	3184	3388	3594	3797	4003
43	108	312	518	721	928	1132	1336	1540	1747	1952	2158	2361	2569	2775	2977	3186	3387	3593	3798	4003
44	109	314	518	724	928	1133	1335	1540	1748	1950	2157	2363	2569	2769	2977	3183	3386	3590	3797	4004
45	109	312	519	723	928	1132	1336	1540	1746	1953	2158	2366	2568	2773	2978	3182	3386	3590	3796	4001
46	108	313	517	724	928	1134	1339	1543	1750	1953	2157	2360	2570	2770	2976	3187	3387	3593	3796	4000
47	109	312	518	724	928	1132	1337	1543	1746	1952	2160	2360	2566	2773	2977	3184	3386	3592	3796	4004
48	107	313	519	721	928	1134	1336	1542	1747	1949	2159	2362	2566	2770	2974	3177	3382	3588	3796	4001
49	108	314	517	723	925	1132	1337	1538	1748	1953	2156	2362	2567	2770	2978	3182	3387	3589	3797	4002
50	107	310	516	723	926	1134	1338	1542	1747	1952	2156	2362	2566	2773	2974	3184	3386	3591	3797	4001
51	107	310	518	722	925	1133	1335	1542	1746	1947	2158	2362	2569	2772	2973	3184	3386	3592	3795	4002
52	108	310	519	722	926	1132	1334	1539	1747	1952	2157	2358	2568	2771	2976	3182	3384	3588	3795	4001
53	110	313	518	720	925	1132	1336	1540	1749	1953	2157	2362	2568	2772	2978	3181	3385	3590	3794	3998
54	108	311	517	726	927	1133	1340	1541	1745	1951	2156	2365	2566	2775	2972	3184	3386	3592	3794	4004
55	106	314	520	724	928	1134	1338	1541	1747	1951	2157	2361	2570	2774	2977	3186	3388	3592	3799	4000
56	110	311	518	723	928	1132	1336	1542	1748	1951	2157	2364	2568	2772	2977	3184	3386	3594	3794	4000
57	108	313	519	722	927	1132	1337	1540	1749	1953	2157	2364	2569	2771	2974	3184	3386	3592	3793	4000
58	109	309	518	722	927	1135	1339	1542	1748	1954	2156	2364	2568	2771	2976	3184	3388	3590	3793	4002
59	109	313	519	722	926	1131	1337	1542	1748	1953	2158	2361	2568	2774	2978	3184	3388	3596	3798	4000
60	109	312	521	722	927	1132	1335	1543	1745	1953	2161	2361	2568	2774	2974	3184	3385	3592	3796	4005
61	108	312	518	722	928	1134	1337	1541	1751	1953	2158	2361	2567	2772	2976	3183	3384	3592	3794	4000
62	111	312	517	722	929	1133	1340	1542	1747	1953	2155	2364	2568	2775	2977	3184	3388	3592	3793	4000
63	108	316	518	721	927	1132	1336	1543	1747	1954	2157	2362	2568	2773	2977	3185	3388	3592	3796	4002
64	107	312	518	724	928	1130	1337	1542	1748	1948	2161	2361	2570	2773	2976	3182	3387	3593	3795	4004
65	108	313	519	721	928	1132	1336	1541	1749	1953	2155	2362	2569	2773	2976	3183	3388	3592	3794	4001
66	109	311	517	721	929	1134	1335	1542	1747	1952	2158	2364	2568	2773	2976	3184	3386	3590	3797	4002
