#x	y
0.5	0
0.5098	0.026722
0.51961	0.051791
0.52941	0.072318
0.53922	0.085984
0.54902	0.091484
0.55882	0.088515
0.56863	0.077476
0.57843	0.059195
0.58824	0.034849
0.59804	0.0060912
0.60784	-0.024781
0.61765	-0.054822
0.62745	-0.080776
0.63725	-0.099695
0.64706	-0.1095
0.65686	-0.1092
0.66667	-0.098719
0.67647	-0.078677
0.68627	-0.050247
0.69608	-0.015261
0.70588	0.023601
0.71569	0.06277
0.72549	0.098114
0.73529	0.12564
0.7451	0.14221
0.7549	0.14596
0.76471	0.13618
0.77451	0.11308
0.78431	0.077605
0.79412	0.031555
0.80392	-0.022171
0.81373	-0.079348
0.82353	-0.13459
0.83333	-0.182
0.84314	-0.21612
0.85294	-0.23259
0.86275	-0.22837
0.87255	-0.20148
0.88235	-0.15079
0.89216	-0.076151
0.90196	0.021146
0.91176	0.13777
0.92157	0.2681
0.93137	0.40469
0.94118	0.53959
0.95098	0.66562
0.96078	0.77713
0.97059	0.86979
0.98039	0.94006
0.9902	0.98454
1.0098	0.98394
1.0196	0.93575
1.0294	0.85761
1.0392	0.7547
1.049	0.63429
1.0588	0.50429
1.0686	0.37204
1.0784	0.24374
1.0882	0.1246
1.098	0.019101
1.1078	-0.068765
1.1176	-0.13576
1.1275	-0.17994
1.1373	-0.20115
1.1471	-0.20118
1.1569	-0.18335
1.1667	-0.1518
1.1765	-0.11092
1.1863	-0.065006
1.1961	-0.018139
1.2059	0.025819
1.2157	0.063368
1.2255	0.091672
1.2353	0.10893
1.2451	0.11459
1.2549	0.10932
1.2647	0.094704
1.2745	0.072872
1.2843	0.046235
1.2941	0.01734
1.3039	-0.011216
1.3137	-0.036905
1.3235	-0.057497
1.3333	-0.07134
1.3431	-0.077594
1.3529	-0.076276
1.3627	-0.068125
1.3725	-0.054385
1.3824	-0.036603
1.3922	-0.016508
1.402	0.004062
1.4118	0.023246
1.4216	0.039311
1.4314	0.05086
1.4412	0.057029
1.451	0.057571
1.4608	0.052812
1.4706	0.04352
1.4804	0.030759
1.4902	0.015789
45047	-1.001e-15
1.5098	-0.015155
1.5196	-0.028275
1.5294	-0.03817
1.5392	-0.044025
1.549	-0.045498
1.5588	-0.042712
1.5686	-0.036165
1.5784	-0.026629
1.5882	-0.015054
1.598	-0.0025209
1.6078	0.0098189
1.6176	0.02082
1.6275	0.029467
1.6373	0.035008
1.6471	0.03705
1.6569	0.035578
1.6667	0.030908
1.6765	0.023602
1.6863	0.0144
1.6961	0.0041698
1.7059	-0.0061432
1.7157	-0.015575
1.7255	-0.023243
1.7353	-0.028456
1.7451	-0.030809
1.7549	-0.030211
1.7647	-0.026859
1.7745	-0.021173
1.7843	-0.013741
1.7941	-0.0052636
1.8039	0.0034744
1.8137	0.01166
1.8235	0.018525
1.8333	0.023439
1.8431	0.025992
1.8529	0.026036
1.8627	0.023676
1.8725	0.019222
1.8824	0.01314
1.8922	0.0060127
1.902	-0.0014998
1.9118	-0.0086958
1.9216	-0.014896
1.9314	-0.019523
1.9412	-0.022175
1.951	-0.022672
1.9608	-0.021054
1.9706	-0.017552
1.9804	-0.012541
1.9902	-0.0065031
2	-5.6621e-15
2.0098	0.0063645
2.0196	0.011991
2.0294	0.016352
2.0392	0.019058
2.049	0.019902
2.0588	0.018873
2.0686	0.016134
2.0784	0.011986
2.0882	0.0068314
2.098	0.0011526
2.1078	-0.0045222
2.1176	-0.009658
2.1275	-0.013769
2.1373	-0.016482
2.1471	-0.017575
2.1569	-0.017003
2.1667	-0.014876
2.1765	-0.011435
2.1863	-0.0070202
2.1961	-0.0020447
2.2059	0.0030299
2.2157	0.0077274
2.2255	0.011604
2.2353	0.0143
2.2451	0.015587
2.2549	0.015388
2.2647	0.013768
2.2745	0.010919
2.2843	0.0071244
2.2941	0.0027427
2.3039	-0.0018189
2.3137	-0.0061324
2.3235	-0.0097888
2.3333	-0.012446
2.3431	-0.013872
2.3529	-0.013966
2.3627	-0.012762
2.3725	-0.010409
2.3824	-0.0071464
2.3922	-0.003283
2.402	0.00082207
2.4118	0.0047853
2.4216	0.0082318
2.4314	0.010837
2.4412	0.012368
2.451	0.012706
2.4608	0.011855
2.4706	0.009927
2.4804	0.0071212
2.4902	0.0037062
45048	-4.666e-15
2.5098	-0.003651
2.5196	-0.0069013
2.5294	-0.0094436
2.5392	-0.011046
2.549	-0.011578
2.5588	-0.011019
2.5686	-0.009453
2.5784	-0.0070448
2.5882	-0.0040271
2.598	-0.00068137
2.6078	0.0026808
2.6176	0.0057424
2.6275	0.0082137
2.6373	0.009866
2.6471	0.010559
2.6569	0.010252
2.6667	0.0090009
2.6765	0.0069408
2.6863	0.0042732
2.6961	0.0012478
2.7059	-0.0018534
2.7157	-0.0047383
2.7255	-0.0071332
2.7353	-0.0088143
2.7451	-0.0096349
2.7549	-0.0095385
2.7647	-0.008558
2.7745	-0.006804
2.7843	-0.0044498
2.7941	-0.0017168
2.8039	0.0011409
2.8137	0.0038551
2.8235	0.0061686
2.8333	0.007864
2.8431	0.0087896
2.8529	0.0088751
2.8627	0.0081331
2.8725	0.0066507
2.8824	0.0045766
2.8922	0.0021068
2.902	-0.00052853
2.9118	-0.0030823
2.9216	-0.0053125
2.9314	-0.0070084
2.9412	-0.0080159
2.951	-0.0082538
2.9608	-0.0077181
2.9706	-0.0064761
2.9804	-0.0046545
2.9902	-0.0024266
3	-6.2172e-15
